customer_id,order_id,order_date,ship_date,ship_mode,months
EC-14050,US-2016-169369,12-12-2016,18-12-2016,Standard Class,December 
AG-10525,CA-2015-164084,07-09-2015,12-09-2015,Standard Class,September
DJ-13510,CA-2017-156895,08-05-2017,12-05-2017,Standard Class,May      
BT-11680,CA-2016-123358,10-04-2016,17-04-2016,Standard Class,April    
TS-21655,CA-2015-153878,25-04-2015,30-04-2015,Standard Class,April    
NC-18625,US-2016-100839,13-10-2016,17-10-2016,Standard Class,October  
SC-20260,CA-2017-144680,31-03-2017,02-04-2017,First Class,March    
EB-14110,CA-2015-111612,28-11-2015,02-12-2015,Standard Class,November 
AI-10855,CA-2015-167479,14-03-2015,19-03-2015,Standard Class,March    
JM-16195,CA-2016-158547,30-05-2016,04-06-2016,Standard Class,May      
SS-20410,CA-2014-127558,15-11-2014,18-11-2014,First Class,November 
RH-19510,CA-2014-149643,16-11-2014,20-11-2014,Standard Class,November 
PJ-18835,CA-2016-112676,05-05-2016,08-05-2016,First Class,May      
MV-17485,CA-2017-122994,06-02-2017,09-02-2017,First Class,February 
HK-14890,CA-2017-126382,03-06-2017,07-06-2017,Standard Class,June     
BM-11785,CA-2015-165813,20-03-2015,22-03-2015,Second Class,March    
SP-20620,CA-2015-149636,06-01-2015,12-01-2015,Standard Class,January  
AH-10690,CA-2015-139780,31-12-2015,02-01-2016,Second Class,December 
DV-13465,CA-2016-126102,10-09-2016,12-09-2016,Second Class,September
DB-13210,CA-2017-152709,07-10-2017,12-10-2017,Standard Class,October  
DS-13030,CA-2017-144848,04-04-2017,05-04-2017,First Class,April    
CS-11950,US-2014-141257,08-06-2014,14-06-2014,Standard Class,June     
CD-11980,CA-2017-144596,06-11-2017,10-11-2017,Standard Class,November 
BP-11290,CA-2017-156664,18-12-2017,23-12-2017,Standard Class,December 
DK-12835,CA-2015-147529,07-02-2015,11-02-2015,Standard Class,February 
EH-14185,CA-2016-167115,04-04-2016,09-04-2016,Standard Class,April    
DB-13405,CA-2015-141145,17-09-2015,23-09-2015,Standard Class,September
EM-14095,CA-2015-163237,07-08-2015,09-08-2015,Second Class,August   
SD-20485,US-2017-141698,15-04-2017,21-04-2017,Standard Class,April    
VP-21730,CA-2015-130610,05-07-2015,10-07-2015,Standard Class,July     
CA-12310,US-2014-150434,19-07-2014,24-07-2014,Standard Class,July     
MN-17935,CA-2017-100097,26-11-2017,29-11-2017,Second Class,November 
RA-19285,CA-2015-155068,23-10-2015,23-10-2015,Same Day,October  
MK-17905,CA-2014-161032,18-11-2014,23-11-2014,Standard Class,November 
KB-16600,CA-2014-130960,30-12-2014,04-01-2015,Standard Class,December 
KM-16375,CA-2017-159135,04-11-2017,08-11-2017,Standard Class,November 
BT-11680,CA-2014-121629,28-11-2014,02-12-2014,Standard Class,November 
RE-19450,CA-2017-127621,03-03-2017,07-03-2017,Standard Class,March    
KC-16540,CA-2016-145625,11-09-2016,17-09-2016,Standard Class,September
TC-21535,CA-2016-166226,18-11-2016,22-11-2016,Standard Class,November 
MM-18280,US-2014-147774,20-01-2014,26-01-2014,Standard Class,January  
DH-13075,CA-2014-102274,21-11-2014,26-11-2014,Standard Class,November 
DB-13210,US-2016-162677,26-03-2016,27-03-2016,First Class,March    
LB-16735,CA-2017-160045,26-04-2017,27-04-2017,First Class,April    
PV-18985,CA-2016-107216,14-06-2016,17-06-2016,First Class,June     
HR-14830,CA-2015-110632,17-03-2015,22-03-2015,Second Class,March    
DP-13390,CA-2015-118423,24-03-2015,27-03-2015,First Class,March    
HP-14815,CA-2015-156853,03-12-2015,05-12-2015,Second Class,December 
PC-19000,US-2014-163797,08-04-2014,13-04-2014,Standard Class,April    
LC-16870,CA-2016-111283,29-02-2016,04-03-2016,Standard Class,February 
CS-11950,CA-2017-144365,24-10-2017,30-10-2017,Standard Class,October  
EB-13750,CA-2017-161739,10-11-2017,15-11-2017,Second Class,November 
BD-11620,CA-2016-157686,01-10-2016,02-10-2016,First Class,October  
LH-16900,CA-2016-169194,20-06-2016,25-06-2016,Standard Class,June     
DW-13585,CA-2015-162950,28-06-2015,03-07-2015,Second Class,June     
MC-18100,CA-2016-139808,07-10-2016,11-10-2016,Standard Class,October  
MW-18220,US-2015-137960,18-12-2015,18-12-2015,Same Day,December 
DR-12880,CA-2017-148810,26-06-2017,01-07-2017,Standard Class,June     
CL-12565,CA-2017-119452,21-03-2017,27-03-2017,Standard Class,March    
AH-10585,CA-2014-162278,26-10-2014,30-10-2014,Second Class,October  
TB-21280,CA-2014-133389,22-06-2014,22-06-2014,Same Day,June     
MO-17500,CA-2017-117653,19-10-2017,23-10-2017,Standard Class,October  
FH-14365,CA-2015-162047,03-11-2015,05-11-2015,First Class,November 
TP-21130,CA-2016-117408,31-08-2016,06-09-2016,Standard Class,August   
SC-20305,CA-2014-113257,16-12-2014,18-12-2014,Second Class,December 
SS-20590,CA-2016-166275,24-10-2016,24-10-2016,Same Day,October  
CG-12520,US-2015-123918,15-10-2015,15-10-2015,Same Day,October  
JF-15190,US-2016-155103,02-12-2016,07-12-2016,Standard Class,December 
DK-13150,CA-2017-102197,20-12-2017,26-12-2017,Standard Class,December 
ZC-21910,CA-2015-106978,28-09-2015,04-10-2015,Standard Class,September
MP-18175,CA-2017-169859,14-12-2017,18-12-2017,Standard Class,December 
TS-21430,CA-2017-136623,11-07-2017,16-07-2017,Standard Class,July     
RR-19315,CA-2016-149482,14-11-2016,19-11-2016,Standard Class,November 
TS-21160,CA-2016-156251,13-08-2016,18-08-2016,Second Class,August   
LB-16735,CA-2016-111115,25-07-2016,27-07-2016,Second Class,July     
FC-14335,CA-2015-138492,15-05-2015,22-05-2015,Standard Class,May      
JF-15295,CA-2016-167290,30-10-2016,04-11-2016,Standard Class,October  
EH-13945,CA-2015-149384,10-07-2015,10-07-2015,Same Day,July     
TT-21460,CA-2017-158736,18-12-2017,24-12-2017,Standard Class,December 
MV-18190,CA-2015-120320,05-03-2015,09-03-2015,Standard Class,March    
BS-11365,CA-2014-168130,19-09-2014,19-09-2014,Same Day,September
LH-16900,US-2014-156559,19-08-2014,26-08-2014,Standard Class,August   
EN-13780,CA-2016-126284,20-09-2016,24-09-2016,Standard Class,September
JK-15370,CA-2016-132549,25-11-2016,30-11-2016,Standard Class,November 
HM-14860,CA-2017-132738,04-08-2017,07-08-2017,First Class,August   
CY-12745,CA-2015-109708,25-05-2015,28-05-2015,Second Class,May      
BS-11755,CA-2014-103373,18-05-2014,24-05-2014,Standard Class,May      
ND-18370,CA-2017-105410,19-03-2017,22-03-2017,First Class,March    
AJ-10945,CA-2017-137421,06-10-2017,11-10-2017,Standard Class,October  
EJ-13720,CA-2014-108273,16-12-2014,21-12-2014,Standard Class,December 
BD-11635,CA-2015-110814,05-12-2015,09-12-2015,Second Class,December 
LC-16930,CA-2016-107202,21-05-2016,28-05-2016,Standard Class,May      
CC-12145,CA-2016-148201,26-08-2016,29-08-2016,Second Class,August   
NM-18445,CA-2014-111857,23-04-2014,26-04-2014,Second Class,April    
SP-20650,CA-2016-133802,14-03-2016,20-03-2016,Standard Class,March    
MT-18070,CA-2016-128671,11-08-2016,16-08-2016,Standard Class,August   
EM-13960,CA-2017-168942,01-08-2017,05-08-2017,Second Class,August   
JL-15505,CA-2017-156776,07-08-2017,11-08-2017,Standard Class,August   
EP-13915,CA-2014-134278,06-07-2014,08-07-2014,First Class,July     
JC-15775,CA-2014-109127,21-12-2014,25-12-2014,Standard Class,December 
AS-10225,CA-2017-112515,17-09-2017,21-09-2017,Second Class,September
NP-18685,CA-2015-156104,06-12-2015,08-12-2015,Second Class,December 
CS-11860,CA-2017-158883,02-06-2017,03-06-2017,Same Day,June     
IG-15085,CA-2016-159345,17-06-2016,22-06-2016,Standard Class,June     
TB-21625,CA-2016-111696,08-05-2016,10-05-2016,First Class,May      
RB-19465,CA-2017-105823,22-06-2017,26-06-2017,Standard Class,June     
JK-16090,CA-2015-107678,21-04-2015,28-04-2015,Standard Class,April    
DJ-13630,CA-2016-164511,19-11-2016,24-11-2016,Standard Class,November 
RD-19900,CA-2016-154508,16-11-2016,20-11-2016,Standard Class,November 
MC-17425,CA-2014-140473,30-05-2014,03-06-2014,Standard Class,May      
BD-11320,CA-2016-136406,15-04-2016,17-04-2016,Second Class,April    
KL-16645,CA-2016-157742,29-12-2016,31-12-2016,Second Class,December 
LR-16915,US-2016-148803,11-12-2016,11-12-2016,Same Day,December 
DJ-13630,CA-2017-115602,18-12-2017,24-12-2017,Standard Class,December 
SU-20665,CA-2015-134943,05-12-2015,06-12-2015,First Class,December 
VP-21760,CA-2014-109680,06-10-2014,09-10-2014,First Class,October  
BP-11185,CA-2017-146626,29-12-2017,05-01-2018,Standard Class,December 
MC-18100,CA-2017-152807,30-10-2017,03-11-2017,Standard Class,October  
FP-14320,US-2015-168704,13-04-2015,17-04-2015,Standard Class,April    
LR-17035,CA-2017-103506,23-07-2017,27-07-2017,Standard Class,July     
RD-19585,CA-2015-121776,16-02-2015,21-02-2015,Standard Class,February 
LC-17140,CA-2014-102869,09-09-2014,14-09-2014,Second Class,September
TZ-21580,CA-2014-163419,11-11-2014,14-11-2014,Second Class,November 
SC-20575,CA-2015-162761,09-10-2015,13-10-2015,Standard Class,October  
EH-13945,CA-2016-121755,16-01-2016,20-01-2016,Second Class,January  
AG-10765,US-2014-158638,17-09-2014,21-09-2014,Standard Class,September
MS-17710,CA-2016-134348,12-11-2016,19-11-2016,Standard Class,November 
SM-20950,US-2016-144393,28-10-2016,04-11-2016,Standard Class,October  
LC-17140,CA-2017-133431,17-12-2017,21-12-2017,Standard Class,December 
MW-18220,CA-2014-150518,19-11-2014,24-11-2014,Standard Class,November 
RH-19510,CA-2015-167255,27-09-2015,29-09-2015,Second Class,September
CC-12475,CA-2017-158344,07-08-2017,11-08-2017,Standard Class,August   
PG-18895,CA-2014-103849,11-05-2014,16-05-2014,Standard Class,May      
HH-15010,CA-2017-131492,19-10-2017,24-10-2017,Second Class,October  
RD-19900,CA-2015-148964,26-05-2015,31-05-2015,Standard Class,May      
JE-15715,US-2017-105697,25-08-2017,27-08-2017,First Class,August   
DW-13540,CA-2016-149902,01-04-2016,06-04-2016,Standard Class,April    
TS-21205,CA-2017-119284,15-06-2017,20-06-2017,Standard Class,June     
MF-18250,CA-2015-162964,12-11-2015,18-11-2015,Standard Class,November 
MC-17605,US-2017-146213,09-09-2017,14-09-2017,Standard Class,September
JP-15460,US-2015-137008,02-10-2015,08-10-2015,Standard Class,October  
TR-21325,CA-2016-110009,08-09-2016,13-09-2016,Standard Class,September
MK-17905,CA-2016-132479,24-09-2016,26-09-2016,First Class,September
SO-20335,CA-2017-166926,01-12-2017,08-12-2017,Standard Class,December 
DM-13345,CA-2017-108854,08-12-2017,14-12-2017,Standard Class,December 
AH-10195,CA-2015-125185,05-03-2015,07-03-2015,Second Class,March    
BM-11785,CA-2014-116568,14-12-2014,20-12-2014,Standard Class,December 
CK-12595,CA-2016-124233,08-04-2016,14-04-2016,Standard Class,April    
CC-12430,CA-2017-143035,03-10-2017,05-10-2017,Second Class,October  
JO-15145,CA-2016-116344,29-07-2016,02-08-2016,Standard Class,July     
CA-12775,CA-2017-122175,12-05-2017,14-05-2017,Second Class,May      
BD-11320,CA-2016-167241,15-08-2016,22-08-2016,Standard Class,August   
JP-15520,CA-2017-145310,22-12-2017,24-12-2017,Second Class,December 
TM-21490,CA-2017-108791,27-07-2017,31-07-2017,Standard Class,July     
JG-15310,CA-2016-141957,21-07-2016,21-07-2016,Same Day,July     
NP-18700,CA-2016-105459,12-08-2016,17-08-2016,Second Class,August   
DH-13075,CA-2016-166240,24-06-2016,28-06-2016,Standard Class,June     
SP-20620,CA-2014-104738,30-12-2014,01-01-2015,Second Class,December 
AG-10270,CA-2014-103058,23-07-2014,24-07-2014,First Class,July     
GA-14515,CA-2016-106915,26-11-2016,02-12-2016,Standard Class,November 
CS-12460,US-2017-126179,03-07-2017,07-07-2017,Standard Class,July     
AR-10825,CA-2016-160745,11-12-2016,16-12-2016,Second Class,December 
BP-11290,CA-2017-154760,09-01-2017,13-01-2017,Standard Class,January  
AC-10615,CA-2017-169411,24-12-2017,29-12-2017,Standard Class,December 
CL-11890,US-2017-131583,10-06-2017,10-06-2017,Same Day,June     
CL-12700,CA-2017-159604,14-04-2017,15-04-2017,First Class,April    
SB-20185,CA-2017-119424,12-06-2017,14-06-2017,Second Class,June     
DD-13570,CA-2017-147844,02-05-2017,06-05-2017,Standard Class,May      
CS-11845,CA-2017-131828,11-02-2017,13-02-2017,Second Class,February 
FG-14260,CA-2014-101833,17-11-2014,22-11-2014,Second Class,November 
BP-11230,US-2016-116442,15-12-2016,22-12-2016,Standard Class,December 
AB-10060,CA-2016-161207,29-08-2016,03-09-2016,Standard Class,August   
CD-11980,US-2017-119438,18-03-2017,23-03-2017,Standard Class,March    
BB-11545,CA-2017-130043,15-09-2017,19-09-2017,Standard Class,September
GK-14620,CA-2015-161767,20-11-2015,24-11-2015,Standard Class,November 
CC-12685,CA-2015-140984,14-09-2015,18-09-2015,Standard Class,September
BS-11380,US-2014-134712,29-11-2014,04-12-2014,Standard Class,November 
CG-12040,CA-2015-161242,01-06-2015,08-06-2015,Standard Class,June     
NF-18595,CA-2017-151358,18-08-2017,22-08-2017,Standard Class,August   
MR-17545,CA-2017-111759,08-07-2017,12-07-2017,Standard Class,July     
TB-21400,CA-2014-145541,14-12-2014,21-12-2014,Standard Class,December 
BC-11125,CA-2014-147543,06-07-2014,12-07-2014,Standard Class,July     
RS-19765,US-2015-158911,05-07-2015,11-07-2015,Standard Class,July     
NF-18475,CA-2016-162404,23-07-2016,27-07-2016,Standard Class,July     
QJ-19255,CA-2016-109652,10-04-2016,15-04-2016,Standard Class,April    
CC-12430,CA-2016-116736,17-01-2016,21-01-2016,Standard Class,January  
KH-16690,US-2015-120957,07-12-2015,07-12-2015,Same Day,December 
SD-20485,CA-2015-120782,28-04-2015,01-05-2015,First Class,April    
EH-14005,CA-2017-127516,28-12-2017,03-01-2018,Standard Class,December 
LW-17125,CA-2014-112837,11-09-2014,16-09-2014,Standard Class,September
AP-10720,US-2016-114174,08-09-2016,14-09-2016,Standard Class,September
DK-13225,CA-2016-168543,03-07-2016,07-07-2016,Standard Class,July     
JH-15820,CA-2015-169537,03-09-2015,07-09-2015,Second Class,September
BO-11350,CA-2017-128076,02-02-2017,07-02-2017,Standard Class,February 
RA-19915,US-2015-122784,20-07-2015,27-07-2015,Standard Class,July     
JL-15835,CA-2017-105193,25-03-2017,31-03-2017,Standard Class,March    
DW-13585,CA-2017-123134,02-05-2017,07-05-2017,Standard Class,May      
BG-11695,CA-2017-121412,23-09-2017,27-09-2017,Standard Class,September
BD-11605,CA-2015-158792,26-12-2015,02-01-2016,Standard Class,December 
LW-17215,CA-2016-111416,17-09-2016,22-09-2016,Standard Class,September
SS-20515,CA-2014-124464,14-07-2014,20-07-2014,Standard Class,July     
RC-19960,CA-2017-112774,11-09-2017,12-09-2017,First Class,September
HW-14935,CA-2017-105809,20-02-2017,23-02-2017,First Class,February 
EB-13705,CA-2015-104493,02-10-2015,08-10-2015,Standard Class,October  
AB-10015,CA-2014-152905,18-02-2014,24-02-2014,Standard Class,February 
JD-16150,CA-2017-168858,19-11-2017,23-11-2017,Standard Class,November 
KB-16240,CA-2015-102848,07-11-2015,09-11-2015,Second Class,November 
SP-20860,CA-2017-169362,12-10-2017,15-10-2017,First Class,October  
SP-20860,CA-2015-103870,27-12-2015,31-12-2015,Standard Class,December 
TH-21235,CA-2017-117261,04-09-2017,10-09-2017,Standard Class,September
HF-14995,CA-2016-164784,01-05-2016,04-05-2016,First Class,May      
BG-11695,CA-2017-105543,24-11-2017,24-11-2017,Same Day,November 
BD-11635,CA-2017-109589,21-12-2017,24-12-2017,First Class,December 
JF-15355,CA-2017-144113,16-09-2017,20-09-2017,Standard Class,September
DN-13690,CA-2014-166744,20-09-2014,24-09-2014,Standard Class,September
AB-10600,CA-2015-111234,18-02-2015,22-02-2015,Standard Class,February 
AH-10030,US-2014-158400,25-10-2014,28-10-2014,First Class,October  
MG-18145,CA-2017-123239,27-07-2017,31-07-2017,Second Class,July     
BP-11050,US-2014-154655,12-10-2014,17-10-2014,Standard Class,October  
BM-11650,CA-2017-149048,13-05-2017,17-05-2017,Standard Class,May      
BW-11110,CA-2016-101161,13-10-2016,20-10-2016,Standard Class,October  
DC-13285,CA-2014-106803,29-12-2014,02-01-2015,Standard Class,December 
NC-18340,CA-2014-111899,04-05-2014,05-05-2014,First Class,May      
GH-14425,US-2015-120572,11-12-2015,15-12-2015,Standard Class,December 
LS-16975,US-2015-138919,17-09-2015,21-09-2015,Standard Class,September
SL-20155,CA-2017-145884,21-10-2017,21-10-2017,Same Day,October  
BD-11770,CA-2016-148698,02-05-2016,07-05-2016,Standard Class,May      
DH-13075,CA-2015-102316,01-03-2015,03-03-2015,Second Class,March    
DP-13165,CA-2015-112522,10-10-2015,17-10-2015,Standard Class,October  
PH-18790,CA-2017-113558,21-10-2017,26-10-2017,Standard Class,October  
CM-12235,CA-2016-149237,26-05-2016,30-05-2016,Standard Class,May      
VM-21685,US-2017-101539,16-03-2017,18-03-2017,Second Class,March    
DB-13270,CA-2016-163804,02-12-2016,08-12-2016,Standard Class,December 
LH-16750,CA-2014-117478,21-09-2014,24-09-2014,First Class,September
AB-10105,CA-2017-101042,19-11-2017,23-11-2017,Standard Class,November 
PB-19105,CA-2016-150889,20-03-2016,22-03-2016,Second Class,March    
MM-18280,CA-2017-112172,10-06-2017,14-06-2017,Second Class,June     
HR-14830,CA-2015-157287,22-12-2015,23-12-2015,First Class,December 
SD-20485,CA-2014-101476,12-09-2014,13-09-2014,First Class,September
JS-16030,CA-2014-156545,27-02-2014,03-03-2014,First Class,February 
SN-20560,CA-2015-144652,20-11-2015,26-11-2015,Standard Class,November 
EH-14125,CA-2016-136126,24-05-2016,24-05-2016,Same Day,May      
BW-11110,CA-2015-106565,20-03-2015,23-03-2015,First Class,March    
MM-17920,CA-2014-118192,13-01-2014,18-01-2014,Standard Class,January  
TS-21340,CA-2017-117863,18-05-2017,23-05-2017,Standard Class,May      
KH-16360,CA-2016-137743,30-07-2016,04-08-2016,Standard Class,July     
GA-14725,CA-2014-138072,30-12-2014,03-01-2015,Standard Class,December 
BS-11365,US-2016-107440,16-04-2016,20-04-2016,Standard Class,April    
HF-14995,CA-2014-153969,21-09-2014,25-09-2014,Standard Class,September
DK-13090,CA-2015-110457,02-03-2015,06-03-2015,Standard Class,March    
DK-12985,CA-2014-163034,24-11-2014,28-11-2014,Standard Class,November 
MC-17605,CA-2017-145142,23-01-2017,25-01-2017,First Class,January  
PB-18805,CA-2015-146465,20-11-2015,24-11-2015,Standard Class,November 
SP-20920,CA-2016-124590,12-11-2016,16-11-2016,Standard Class,November 
BP-11095,CA-2016-156811,27-10-2016,02-11-2016,Standard Class,October  
HL-15040,CA-2016-140634,03-10-2016,06-10-2016,Second Class,October  
NM-18445,CA-2014-125759,08-02-2014,09-02-2014,First Class,February 
CJ-12010,CA-2017-102204,01-05-2017,06-05-2017,Standard Class,May      
DO-13435,CA-2014-108903,03-10-2014,03-10-2014,Same Day,October  
JD-16015,CA-2017-152198,09-09-2017,10-09-2017,First Class,September
